date,home_team_api_id,away_team_api_id,outcome
2011-12-26,8342,10000,H
2011-12-26,9987,9984,H
2011-12-26,9991,10001,H
2011-12-26,9993,9989,D
2011-12-26,9994,9997,D
2011-12-26,8571,9985,H
2011-12-26,8203,1773,D
2011-12-27,9998,8635,D
2011-08-05,8635,8203,H
2011-08-07,9985,9994,H
2011-08-06,9993,9991,D
2011-08-07,9997,8342,D
2011-08-06,10000,1773,H
2011-08-06,9989,9987,D
2011-08-07,10001,8571,D
2011-08-06,9984,9998,D
2012-01-15,8635,8342,H
2012-01-14,9985,9993,H
2012-01-14,9997,8571,D
2012-01-15,10000,9987,D
2012-01-14,1773,9994,D
2012-01-14,8203,9998,H
2012-01-14,9989,9991,H
2012-01-14,9984,10001,H
2012-01-21,8342,8203,A
2012-01-20,9987,9997,H
2012-01-21,9991,10000,D
2012-01-21,9993,9984,H
2012-01-21,9994,9989,H
2012-01-21,8571,8635,A
2012-01-21,9998,1773,D
2012-01-22,10001,9985,D
2012-01-25,8342,9994,H
2012-01-24,8635,9991,H
2012-01-26,9985,9998,H
2012-01-25,9997,10001,A
2012-01-25,1773,8571,A
2012-01-25,8203,9987,H
2012-01-25,9989,9984,D
2012-01-25,10000,9993,H
2012-01-28,9987,1773,H
2012-01-28,9991,9997,H
2012-01-28,9993,8635,D
2012-01-28,9994,8203,H
2012-01-28,8571,10000,D
2012-01-29,9998,8342,A
2012-01-28,10001,9989,A
2012-01-29,9984,9985,A
2012-02-05,8342,9993,H
2012-02-05,8635,9987,H
2012-02-04,9997,9984,A
2012-02-04,10000,10001,H
2012-02-04,9994,9998,H
2012-02-04,8203,8571,D
2012-02-04,9989,9985,A
2012-02-04,1773,9991,A
2012-02-12,9985,8635,A
2012-02-11,9987,9994,A
2012-02-12,9991,8342,A
2012-02-11,9993,9997,H
2012-02-11,8571,9998,D
2012-02-11,9989,10000,H
2012-02-11,10001,1773,A
2012-02-11,9984,8203,H
2012-02-19,8342,8571,H
2012-02-19,8635,10001,H
2012-02-18,9997,9989,D
2012-02-19,10000,9985,H
2012-02-18,1773,9984,A
2012-02-18,9994,9991,D
2012-02-18,8203,9993,H
2012-02-18,9998,9987,A
2012-02-26,9985,9997,D
2012-02-26,9987,8342,H
2012-02-25,9993,1773,H
2012-02-25,8571,9994,A
2012-02-26,9989,8635,D
2012-02-25,10001,8203,A
2012-02-25,9984,10000,H
2012-02-25,9991,9998,H
2012-03-04,8342,9985,H
2012-03-04,8635,9984,H
2012-03-03,9997,10000,H
2012-03-03,1773,9989,D
2012-03-03,9994,10001,H
2012-03-03,8571,9987,H
2012-03-03,8203,9991,A
2012-03-03,9998,9993,H
